userId,movieId,realRating,estRating
133,110,3.0,3.6036691336173323
133,380,3.0,2.6129424622898583
133,471,4.0,2.7902124945219007
134,163,3.0,3.8108322073692817
134,364,3.0,3.7603768170126526
134,454,4.0,3.032536558141378
134,590,5.0,3.5138712456608623
135,292,4.0,3.15618691068587
135,329,2.0,3.532269047924977
135,393,3.0,2.952176180931049
135,480,5.0,3.9959820784178657
136,132,3.0,3.007034118062296
136,161,4.0,3.60950547994286
136,329,2.0,2.7508868016547474
136,420,3.0,2.4450636407924513
136,457,5.0,3.1725891988510853
136,592,4.0,3.049530204572492
137,111,5.0,3.9599594767946904
140,318,4.0,4.7503035837265895
140,350,3.0,3.7162969230358174
140,376,3.0,3.608367866445212
140,377,4.0,3.6117860389880243
140,599,4.0,3.9433634108458193
141,231,3.0,2.682588513066416
141,260,4.0,3.823125163611019
141,500,3.0,3.0350932710153584
142,50,5.0,4.618422276100785
142,225,4.0,3.1683806572283935
142,292,3.0,3.244676299754932
144,1,3.5,3.8986045822697712
144,25,3.0,3.4600814916587375
144,34,3.0,3.3494929160412124
144,150,3.0,3.6665328893297793
144,253,4.5,3.5368687575220017
144,357,4.0,3.737266102257007
144,377,3.5,3.3381292910002074
144,592,3.5,3.2811351650183047
144,593,4.5,4.347305307548844
144,597,3.0,3.6467572236390144
145,231,3.0,3.0189412675549105
147,168,0.5,3.354126351538821
148,356,4.0,3.610406582768635
150,25,4.0,2.7615647053851573
150,494,3.0,3.0799195576761154
152,318,3.5,4.03393673986028
155,153,3.0,2.4060228229786413
156,296,5.0,3.9208422792234154
156,348,3.0,3.719564628552944
156,370,3.5,3.1676214516675483
156,376,3.5,2.858355326161816
156,500,2.0,3.238237700592589
160,1,4.0,3.3214337186756295
160,434,3.0,2.0066936524567023
160,527,5.0,3.8793112827179943
161,1,4.0,3.8863743225647163
162,16,5.0,4.726469000463953
162,266,4.0,3.9218314094319355
165,110,4.0,4.068542880274258
166,17,4.0,4.219687687827146
166,527,4.5,4.549906717471812
169,34,4.0,4.613374728485963
169,60,4.0,3.9044720386124823
170,168,4.0,2.894879462876898
170,344,3.0,2.6284366527628222
170,356,4.0,3.9449290354219597
170,457,3.0,3.3024986597923367
170,587,4.0,3.772432423868799
170,588,3.0,3.2957160390604
170,594,3.0,3.286907616115313
171,1,5.0,4.687858855317349
171,260,4.0,5.0
171,296,5.0,5.0
171,318,5.0,5.0
171,471,3.0,4.5968927483926425
171,485,5.0,4.013649120006013
173,329,4.0,3.0699337691540185
173,587,3.0,3.629197038369764
173,592,3.0,2.9563270228365672
174,50,3.0,4.132388646857427
174,196,2.0,2.612672734052442
174,225,3.0,3.3239934010217516
174,350,4.0,3.5016960099463095
174,553,5.0,3.7448033631499413
174,590,4.0,4.071791183819289
176,47,5.0,4.100106605089217
176,110,5.0,3.7912876826623125
176,231,4.0,2.8537755821609085
176,434,4.0,3.521933564587229
176,485,3.0,3.6267834145417024
177,235,3.0,3.2975021353206833
177,356,5.0,3.9237681331229446
177,594,4.0,3.5463074515890387
178,10,4.0,3.842377767042003
178,296,4.5,4.80440174680899
179,231,3.0,3.450986078119162
179,318,5.0,4.354191726104535
179,380,4.0,4.188233773648847
179,589,5.0,4.511161771643228
180,260,4.5,2.7147655060106395
181,122,3.0,2.009887404202842
181,151,3.0,2.6609553202060154
181,170,3.0,2.8105134865403176
181,191,1.0,2.288543956255987
182,18,5.0,3.6688992136499103
182,100,3.0,2.5412286292232213
182,370,0.5,3.394413921282056
182,377,2.5,3.2957651096768843
182,441,4.0,4.124957071098429
182,610,3.0,3.6218021748351514
186,541,4.0,4.839051886633992
187,110,3.0,3.7230014719811395
187,247,4.0,5.0
187,541,4.5,2.952217011861915
189,318,4.0,4.189964431313703
191,21,4.0,3.914013091663999
191,39,1.0,3.139864405184232
191,47,4.0,4.100075542154606
193,527,4.0,4.085891226512593
194,315,3.5,2.563070607922327
195,16,4.0,4.123865887419758
195,50,5.0,3.751394956338313
195,70,4.0,3.6095978280788916
195,165,2.0,2.995713313320643
195,235,5.0,2.7938532997063628
197,541,5.0,3.219829588208767
198,47,5.0,4.093760091853378
198,266,4.0,3.755965283656396
198,480,3.0,4.11021389793922
199,266,2.0,3.0773241671289306
199,497,3.0,3.8137753352472563
200,150,4.0,4.085901389590739
203,420,3.0,2.950496372480945
208,457,3.0,3.268357938237255
210,589,4.0,4.4706714224159185
211,260,4.5,5.0
212,260,2.5,3.6635421063359064
215,318,5.0,4.006014645377079
216,364,3.0,3.8802920428530636
216,497,4.0,3.225646352472086
217,44,2.0,2.238365422118111
217,95,3.0,2.3757392247883247
217,357,3.0,2.807637057836739
217,494,4.0,2.340599675382494
217,590,4.0,3.346016670575463
217,594,3.0,3.0707167084537144
219,223,4.0,4.671524320053413
219,589,4.5,3.651784088110232
220,223,5.0,4.262612577561139
220,296,5.0,3.969651696955724
220,364,4.5,4.289515639846099
222,508,3.5,3.238711251339159
223,34,1.0,3.392910901048303
226,10,4.0,3.6234560401393754
226,44,3.5,2.5772480009586385
226,69,4.0,4.060643118465164
226,153,4.0,2.760315967090466
226,160,3.0,2.9454508800617334
226,364,3.5,3.70708703886757
226,441,4.5,4.2420311016955115
227,110,3.5,4.605295102090471
227,589,3.5,4.47527700218573
227,593,4.5,4.212416422571847
228,260,4.5,4.069973924674331
229,434,3.0,3.0285483063365835
229,509,3.0,3.7142725218268997
230,34,2.0,2.718495649050852
230,380,3.0,2.3283315122837793
230,586,3.5,1.9889874813674102
232,39,3.0,3.695918930082254
232,104,3.5,3.605904940055109
232,588,3.0,3.7160095323665336
233,364,3.5,3.943643724226686
234,588,5.0,4.255338245261463
235,355,3.0,2.3594901028343287
235,380,4.0,3.421626133820619
235,515,3.0,3.3097424691065216
235,594,4.0,3.8210603358260045
239,587,3.5,3.899190870340874
239,590,4.0,4.339678578846022
240,380,3.0,3.998364261658986
240,457,3.0,4.742351242229402
241,593,4.5,3.8449011455528623
242,208,4.0,2.709060735041634
242,434,4.0,2.6683469843185295
242,588,3.0,3.764628029450504
243,153,4.0,3.7746698361429907
243,161,5.0,4.022798939408201
244,329,3.0,3.8959142455230222
244,349,4.0,4.0271129450868255
246,17,5.0,4.632816579322143
246,356,3.5,4.938258300438569
247,356,5.0,4.402797486853274
247,480,4.5,3.988152798478731
249,111,4.5,4.639424557647749
249,480,4.0,3.9883662703307783
249,541,4.0,4.302162098088034
252,364,5.0,4.0340652986220125
254,1,4.5,3.9384861166174785
262,48,1.0,2.5474097049870026
262,367,3.0,3.0199976358870533
262,497,4.0,3.3424914649331967
263,587,4.0,3.945560520326695
264,151,2.5,3.889030725394905
265,150,4.0,3.6650735320998575
265,253,3.0,3.260592672546164
266,39,2.0,3.1317883833010396
266,110,5.0,4.520421117788814
266,260,4.0,3.873266908889509
266,555,5.0,3.5779079025892946
269,1,5.0,4.0265148888696185
270,17,4.0,3.311957417996119
270,62,5.0,3.2938342788686588
273,296,4.0,5.0
274,16,4.5,4.046509436897624
274,19,4.0,3.4891193179884343
274,23,3.5,2.970525269619479
274,48,2.0,2.863374894772864
274,93,3.5,2.9211474362028826
274,175,3.0,4.2528315321799885
274,594,3.0,3.6342068208868423
275,318,4.0,4.743326249960439
276,344,5.0,3.9227952697648014
276,480,5.0,4.226839218765386
277,260,4.0,3.7092129558658615
280,1,4.5,4.0029044254631625
282,111,4.0,4.125040038380817
282,500,4.0,3.33014726376162
282,592,3.5,3.52983969482844
283,356,5.0,4.190101739817184
284,44,3.0,2.8841498338533027
284,153,3.0,2.9534082698169204
284,329,3.0,4.0006087361103235
284,367,5.0,3.7237268803586803
284,500,5.0,3.720098402181521
286,150,4.0,4.0052683733883425
286,597,3.5,3.4545645335624666
287,62,2.0,2.441782727395624
287,110,1.5,2.7635829924478545
288,111,3.5,4.100242706341953
288,158,2.0,2.4515454643832006
288,253,4.0,3.2693139662137716
288,266,3.0,2.861519972951269
288,337,3.5,3.3852998729251245
288,344,3.0,3.5950831452994456
288,586,3.0,2.981080129664738
290,11,4.0,3.8910748016409302
290,188,3.0,3.9168584470005245
290,260,5.0,4.642400278149544
290,497,4.0,4.3360148786321675
290,509,4.0,3.979731499148964
292,344,2.0,2.566921425064734
292,588,4.0,3.439183449109067
293,1,3.0,3.06471483356648
294,255,1.0,1.5516103993462185
294,357,2.0,3.5670990237360334
294,532,2.0,2.7070489057142044
295,70,5.0,4.440095347110882
297,47,4.0,3.259492905833883
297,170,1.0,2.4170001389383167
297,338,2.0,2.7641662978387074
298,110,3.0,3.6258598169733074
298,111,3.0,3.7153135631966605
298,231,2.5,2.1560361827670014
302,95,3.0,2.5936819322018385
304,1,5.0,4.008147744527079
304,17,3.0,4.165817320801141
304,110,5.0,5.0
304,153,3.0,2.7644522043077617
304,349,4.0,3.998483520558592
304,380,4.0,3.6414965000511286
304,541,4.0,4.559186468279047
305,47,4.0,4.517765689061852
305,296,5.0,4.241194318655188
305,527,5.0,4.889835990583257
305,589,5.0,3.838229040870213
307,10,2.5,3.033168352988137
307,266,3.5,3.150472489520962
307,292,2.0,2.7381236357046723
307,357,3.0,3.7143978175599504
307,434,1.0,2.013039219187278
307,553,4.5,3.4084432782911387
307,594,2.5,2.874957796564416
308,223,1.0,1.7856686929746575
308,355,3.0,1.0
309,527,4.0,4.023161242839631
312,253,4.0,3.810426621832792
313,170,3.0,2.924212024426625
313,196,4.0,2.784138858610195
313,253,4.0,3.6168097132715245
313,380,5.0,2.8169196461765997
313,541,5.0,3.513901227875544
313,610,5.0,3.4247078443649026
314,110,4.0,3.9226621258838557
314,327,1.0,2.5906221213497034
314,364,4.0,3.1771906127123546
314,480,3.0,3.4393518867891197
318,296,4.5,3.8908189520010623
318,357,4.0,3.5784556332675805
319,356,4.0,5.0
319,527,5.0,4.784163721799667
321,589,3.0,4.287324374903694
322,110,3.5,4.364618184529015
322,318,4.0,4.3203718848799975
323,376,3.0,2.5737958378950125
323,588,4.0,3.1082324947281235
325,193,3.0,2.0490747904621163
325,235,5.0,3.2944692636568984
325,587,3.0,2.664705908078809
328,39,2.0,3.56375283602573
328,111,2.0,3.9603949603476085
330,34,3.0,3.400239451669905
330,111,3.5,3.518787098647769
330,260,4.0,4.124889492833457
330,356,5.0,3.034020610244472
330,454,3.5,2.750005266568535
331,34,2.0,3.645453333423366
332,16,3.5,3.5963433637350217
332,318,4.5,3.8671431614633254
332,541,5.0,4.071822524144421
334,104,3.5,2.689378701903811
336,70,4.0,4.205412144678045
336,163,5.0,4.569246580686065
336,168,4.0,3.365798697717236
338,296,4.5,4.61516867250787
339,150,4.0,3.8701031685222156
340,153,4.0,3.555204204655211
340,349,4.0,4.535684038661644
341,480,2.0,3.8056712321904245
343,296,4.5,3.512684089098306
344,586,5.0,3.8392624718501245
347,160,3.0,3.1599079265445225
347,208,3.0,2.990891571061943
347,253,4.0,3.130745812982874
347,356,4.0,4.138737101424745
348,111,5.0,4.5931418004740525
349,10,4.0,4.1493047154133365
350,376,2.0,2.6675319615704822
352,541,4.5,4.814579631032391
353,160,2.0,2.8464430612315264
353,196,3.0,2.93242726355985
353,231,4.0,3.250352204117357
353,590,4.0,4.360960173990005
353,593,5.0,4.472434146722872
354,10,3.5,3.8020592031323686
354,34,3.5,3.992805692180809
354,586,3.0,3.20662893702815
355,317,3.0,2.4715995366837067
356,50,3.5,4.001345631145532
356,101,3.5,4.2923557120626015
356,168,3.0,3.482270580812238
356,337,4.5,4.092464801103649
356,344,1.5,3.603120470559845
356,356,4.0,4.346456777246038
357,208,3.5,2.8653973541905966
357,364,3.5,3.692713149702993
359,480,4.0,3.158857044550688
359,590,4.0,3.5995332962764377
361,356,3.5,3.4724030033738753
363,95,3.0,1.9803193649211148
365,593,0.5,3.6033874411905638
368,47,4.0,3.713065157004763
368,296,5.0,3.6899837675547253
370,50,4.5,4.102087200361277
372,34,4.0,3.73760997855623
372,50,5.0,4.136349999979622
372,112,2.0,2.852243800913217
372,337,2.0,3.689174994596369
372,380,5.0,3.431859987279725
372,457,5.0,3.950889452264524
372,541,4.0,4.150841351062617
372,589,4.0,3.8103736809271482
373,47,5.0,3.6526679133328885
373,60,3.0,2.8108361347958164
373,168,2.0,2.388179905126127
373,296,5.0,4.529118030135052
373,337,5.0,4.0171082101231335
373,344,3.0,2.4274169752116324
373,357,3.0,3.8827333232873347
373,590,4.0,3.224464311538614
373,594,5.0,3.7472891965811597
374,296,5.0,4.15815223464981
374,380,5.0,2.9600933985421753
374,588,3.0,3.525774736776966
375,500,3.0,3.1306429333749985
376,19,2.0,2.889729335966745
376,292,4.5,3.710724025560289
376,380,3.5,3.9741111214590448
377,19,2.0,3.270704168093582
379,349,4.0,3.7297785619529877
379,356,5.0,3.9356399591994604
379,480,4.0,3.5775398396090194
379,500,3.0,3.188362501839146
379,592,3.0,3.075560361188173
380,10,5.0,3.7481802158429893
380,19,5.0,3.4939667850952114
380,110,4.0,4.639428251857151
380,153,3.0,3.446031577089829
380,260,5.0,4.4949266624276785
381,586,1.0,2.6541873968824126
381,596,3.5,2.500367118415899
381,597,4.0,3.2747909888694373
382,588,5.0,4.127691449500772
385,50,3.0,3.71607609244768
385,337,5.0,3.1561396743454235
386,45,3.0,2.5387967290634545
386,112,4.0,2.516443007711414
386,532,4.0,2.2993785538238942
387,104,2.0,3.107445912479697
387,153,3.0,2.5968536490945695
387,193,2.0,2.069507694011945
387,348,2.5,3.4193454067694407
387,500,2.5,2.73203856263794
387,588,2.5,3.361611837689645
389,112,3.0,4.664409626604452
389,376,4.0,3.470905620142468
390,235,4.0,3.236702731531239
390,590,3.5,4.136467851047692
391,25,5.0,3.6770477142446545
391,233,4.0,3.6517672458889567
391,260,5.0,4.134394627498656
391,348,5.0,3.49183743369342
391,349,3.0,3.4248010100233968
391,353,4.0,4.132176222691689
391,454,3.0,3.4082933761402625
395,158,3.0,2.8269739525008495
395,208,5.0,2.6864249865037753
395,317,3.0,2.4688894462504836
395,380,3.0,2.5450517407713873
395,519,4.0,2.4779430889245946
395,527,2.0,3.6094793298266445
396,318,4.5,4.640787808190462
399,110,3.0,4.154447299030001
399,593,4.5,4.290031057617436
400,260,5.0,4.955199606080981
400,541,4.5,4.76706969337594
401,1,3.5,3.09774042039588
401,588,3.0,3.116176100481877
402,364,4.0,4.713709433418233
403,47,5.0,4.288648851203773
403,180,4.0,3.0900141726484858
403,296,5.0,4.234492428154368
404,165,3.0,3.3742206400962735
404,193,3.0,2.3610118380952567
404,356,4.0,4.1083977097630004
404,480,4.0,3.4728781146539704
405,253,3.5,3.792426979379236
409,296,5.0,4.663389463821947
409,318,4.0,4.276325904134684
410,111,3.0,3.626032741899795
410,593,3.0,3.985542602277286
410,597,4.0,3.842980984528727
411,50,3.0,3.751933691116321
411,158,3.0,2.8887909374728222
411,208,4.0,2.7530957342278306
411,246,5.0,3.9680263233812085
411,367,2.0,3.1553808322983814
411,454,4.0,3.258961754008102
411,589,3.0,3.7450037022461435
412,47,3.0,3.935681192745694
412,593,4.0,3.345616290252943
413,16,5.0,4.488151626985935
413,457,5.0,4.383367951490587
414,1,4.0,3.544182042377952
414,34,5.0,3.872669075492541
414,45,3.0,3.431956910052488
414,57,3.0,2.741619610399812
414,81,2.0,3.512279006546522
414,168,2.0,2.91548047031252
414,223,5.0,3.9425805941674206
414,247,4.0,4.744723455397139
414,261,4.0,4.007588120877482
414,497,5.0,4.294071320472663
414,519,2.0,2.0387829692432535
414,521,3.0,3.093163932137516
414,533,2.0,3.101256918658277
414,555,5.0,3.9898135751657664
414,586,3.0,2.9694101466296243
415,356,5.0,4.108985693996775
418,111,4.5,3.9403152527349357
419,50,4.0,3.9957587924216593
419,480,3.5,3.402611259804263
419,527,5.0,3.7247409415882284
424,47,5.0,3.884809460236434
424,111,4.0,4.485142796277914
424,318,3.5,4.011347317084928
425,110,4.0,4.149615626344664
425,318,5.0,4.110208818214209
425,434,2.5,3.0182291987000323
425,480,3.5,3.669388638300232
425,586,2.5,3.1063263862233534
426,356,5.0,4.184697423205682
428,165,1.0,2.0590932715135457
428,253,4.5,3.1026905807714225
428,380,2.0,2.329193223376088
428,494,2.0,2.578616021257382
429,315,4.0,3.699516017679548
429,553,3.0,4.631026506603135
431,158,1.0,2.8671906525534454
432,480,4.5,3.317672249422004
434,10,3.5,3.2424463616758534
434,34,3.5,3.838426495329811
434,95,2.0,2.418880478143003
434,356,4.5,4.114461598159657
434,480,5.0,3.475958181631306
435,318,5.0,4.3226181016377785
436,318,4.0,4.182767249767679
436,508,4.0,3.6025118478838962
436,588,3.0,3.801010745187257
436,589,4.0,3.7199630881073227
437,225,3.0,3.3647475309689714
437,260,5.0,4.1781077290248465
437,508,5.0,3.5841489649639087
437,527,5.0,4.099732637281349
438,223,3.5,3.8148827527917004
438,590,3.0,4.340787764098258
438,597,4.0,3.8273836342919787
443,260,4.0,4.403453446542575
444,100,3.0,3.3239107377970023
444,592,3.0,3.3906750404622916
445,457,4.0,3.6530574677374417
445,541,4.0,3.372666742232572
446,95,4.0,2.598333363173179
446,168,1.0,2.732591135217361
446,224,4.0,3.2058291164599506
446,434,2.0,2.5241720430033414
446,594,4.0,3.420761940170588
447,44,5.0,2.8303871699422887
447,266,5.0,3.685521582927011
447,357,3.0,4.139408173232763
447,586,2.0,3.376221517831826
447,594,4.0,3.7105335362763916
448,47,4.0,3.904203596998756
448,104,3.0,3.2370451579990513
448,223,4.0,3.997193646844651
448,519,2.0,2.5521858978934038
452,153,4.0,3.6674932000655267
452,260,5.0,5.0
452,380,5.0,3.7191027031148165
452,592,5.0,3.88547194969252
453,260,4.0,4.415638994385467
454,111,3.5,3.4935516857194444
455,165,3.0,3.2804698710645797
455,261,4.0,3.645411177946152
455,349,4.0,3.495841317278345
455,420,3.0,2.955889929248665
455,555,3.0,3.30298292347892
455,587,5.0,3.539321468729387
456,79,2.0,2.9944520498301257
457,34,2.0,4.2890045522307165
457,480,2.0,4.549208242055509
458,344,3.0,2.839533195000181
462,562,4.0,3.0704357439009824
464,344,2.0,3.933309427931769
464,480,4.0,4.540817264417605
464,527,4.5,4.413609074868074
466,318,3.0,3.117817821042223
467,527,5.0,2.292000948263893
468,39,5.0,3.6179280735058255
468,165,3.0,3.2194675618198394
468,380,4.0,3.0560983681770213
