userId,movieId,rating,timestamp
6,104,4.0,845554349
6,110,5.0,845553283
6,112,4.0,845553994
6,140,3.0,845555024
6,145,4.0,845553966
6,150,4.0,845553110
6,153,3.0,845553146
6,158,4.0,845553660
6,160,5.0,845553457
6,161,3.0,845553253
6,163,3.0,845553907
6,165,3.0,845553146
6,168,5.0,845553695
6,170,3.0,845554263
6,180,2.0,845555006
6,185,3.0,845553283
6,191,2.0,845554931
6,196,3.0,845553586
6,208,3.0,845553253
6,224,3.0,845553794
6,225,4.0,845553381
6,231,3.0,845553174
6,253,3.0,845553283
6,254,3.0,845555655
6,261,4.0,845553695
6,266,3.0,845553457
6,292,4.0,845553253
6,296,2.0,845553110
6,303,3.0,845554099
6,315,4.0,845553522
6,317,4.0,845553457
6,318,5.0,845553200
6,327,1.0,845554062
6,329,4.0,845553200
6,330,3.0,845555071
6,337,5.0,845553586
6,344,3.0,845553146
6,348,3.0,845553938
6,349,5.0,845553146
6,350,5.0,845553489
6,352,3.0,845555382
6,353,4.0,845553726
6,356,5.0,845553200
6,364,5.0,845553317
6,366,3.0,845554962
6,367,4.0,845553317
6,370,4.0,845553794
6,374,3.0,845554296
6,377,5.0,845553317
6,380,4.0,845553110
6,382,3.0,845554397
6,383,3.0,845554320
6,405,3.0,845554603
6,412,3.0,845554505
6,434,4.0,845553200
6,454,4.0,845553283
6,457,5.0,845553174
6,480,5.0,845553200
6,485,3.0,845553794
6,493,3.0,845555172
6,494,3.0,845554176
6,497,3.0,845553819
6,500,5.0,845553354
6,508,4.0,845553586
6,509,3.0,845553522
6,510,3.0,845555546
6,515,4.0,845553794
6,516,4.0,845554908
6,527,3.0,845553426
6,546,2.0,845554349
6,553,5.0,845553559
6,587,5.0,845553381
6,588,5.0,845553146
6,589,3.0,845553317
6,590,5.0,845553109
6,593,4.0,845553174
6,594,4.0,845553819
6,596,3.0,845554141
6,597,4.0,845553354
7,1,4.5,1106635946
7,50,4.5,1106635993
7,150,4.5,1106635925
7,165,4.0,1106635987
7,356,5.0,1106635915
7,380,3.0,1106635937
7,480,5.0,1106635917
7,587,2.0,1106635714
7,588,3.0,1106635971
7,589,2.5,1106635940
7,592,3.0,1106635922
7,593,5.0,1106635912
8,10,2.0,839463509
8,11,4.0,839463806
8,21,4.0,839463564
8,34,5.0,839463546
8,39,3.0,839463644
8,47,4.0,839463546
8,50,5.0,839463644
8,110,3.0,839463527
8,153,2.0,839463451
8,185,5.0,839463509
8,208,3.0,839463509
8,231,4.0,839463470
8,235,3.0,839464076
8,253,5.0,839463509
8,292,3.0,839463489
8,296,4.0,839463422
8,317,3.0,839463644
8,318,5.0,839463489
8,356,3.0,839463527
8,357,5.0,839463767
8,364,5.0,839463546
8,367,3.0,839463564
8,380,5.0,839463422
8,454,4.0,839463546
8,480,4.0,839463527
8,500,2.0,839463624
8,527,5.0,839463728
8,586,3.0,839463702
8,587,3.0,839463702
8,590,5.0,839463422
8,592,3.0,839463422
8,593,4.0,839463470
8,597,3.0,839463728
9,41,3.0,1044656650
9,223,4.0,1044656650
10,296,1.0,1455303387
10,356,3.5,1455301685
10,588,4.0,1455306173
10,597,3.5,1455357645
11,10,3.0,902154316
11,36,4.0,902155135
11,44,2.0,902154593
11,95,3.0,902154458
11,110,5.0,902154266
11,150,5.0,902154266
11,153,3.0,902154593
11,170,4.0,902154621
11,208,3.0,902154706
11,318,4.0,902155070
11,349,5.0,902154342
11,356,5.0,901200263
11,377,3.0,902154431
11,380,4.0,902154431
11,434,3.0,902154685
11,457,5.0,902154316
11,493,3.0,902154805
11,589,4.0,902154266
11,593,5.0,902155102
12,39,4.0,1247264471
12,168,5.0,1247264411
12,261,4.5,1247263357
13,47,5.0,987895819
13,597,3.0,987456968
14,25,4.0,835441394
14,95,5.0,835441295
14,105,3.0,835441371
14,110,5.0,835441107
14,150,4.0,835440977
14,153,2.0,835441012
14,193,3.0,835441371
14,231,3.0,835441042
14,266,5.0,835441168
14,296,3.0,835440978
14,337,5.0,835441239
14,344,2.0,835441012
14,356,4.0,835441239
14,367,1.0,835441210
14,376,4.0,835441620
14,377,3.0,835441328
14,383,4.0,835441729
14,434,4.0,835441066
14,477,4.0,835441578
14,480,3.0,835441262
14,508,3.0,835441558
14,586,3.0,835441451
14,590,4.0,835440977
14,592,2.0,835440976
14,593,4.0,835441086
14,597,3.0,835441431
15,1,2.5,1510577970
15,44,1.0,1299424916
15,47,3.5,1510571970
15,158,1.0,1299424840
15,260,5.0,1510571946
15,296,4.0,1510571877
15,318,5.0,1510571866
15,355,1.0,1299425002
15,356,5.0,1510571873
15,364,3.0,1510577958
15,527,5.0,1510571982
15,588,3.0,1510577985
15,589,5.0,1510572012
15,596,2.0,1510578088
16,47,3.5,1377477814
16,50,4.0,1377476781
16,111,4.5,1377477446
16,204,2.0,1377476617
16,260,3.0,1377476936
16,296,3.0,1377477302
16,318,4.0,1377476766
16,356,3.5,1377477951
16,527,4.0,1377476787
16,541,4.5,1377477340
16,593,3.0,1377476977
17,1,4.5,1305696483
17,44,3.5,1305696245
17,47,4.0,1307262715
17,50,4.5,1305697013
17,110,4.5,1305696470
17,111,4.0,1326943208
17,150,3.5,1305696497
17,260,5.0,1305696468
17,296,5.0,1305696455
17,318,5.0,1305696465
17,356,5.0,1305696457
17,480,4.5,1305696463
17,527,4.5,1305696664
17,541,3.5,1322628857
17,589,4.5,1305696475
17,590,4.5,1305696492
17,592,4.5,1305696480
17,593,4.5,1305696461
18,16,4.5,1461311583
18,34,2.5,1455617533
18,36,4.0,1455617478
18,47,4.5,1455050013
18,50,5.0,1455049343
18,70,3.5,1455735732
18,104,2.5,1455748792
18,110,4.5,1455050170
18,111,4.0,1458516249
18,163,4.0,1455748933
18,180,4.0,1455617692
18,208,3.0,1455617516
18,223,4.0,1455617470
18,231,2.5,1455748462
18,235,4.5,1455529905
18,260,4.0,1455049368
18,318,5.0,1455049328
18,329,4.0,1455231677
18,337,4.0,1455748833
18,344,2.5,1455209869
18,356,4.5,1455050112
18,364,3.0,1455209887
18,367,2.5,1455618093
18,370,3.0,1455748940
18,377,2.5,1455209879
18,380,2.5,1455209846
18,457,3.5,1477432493
18,480,3.5,1455209811
18,508,4.0,1455749987
18,527,4.5,1455050006
18,555,4.0,1504907725
18,586,3.5,1455748696
18,588,3.5,1455209912
18,589,4.5,1455209793
18,590,4.0,1455209837
18,593,4.5,1455050067
19,1,4.0,965705637
19,10,2.0,965709556
19,15,2.0,965710039
19,34,4.0,965705661
19,44,3.0,965710019
19,47,3.0,965710720
19,48,1.0,965709172
19,70,2.0,965704974
19,104,2.0,965706185
19,158,3.0,965709785
19,161,2.0,965710914
19,165,3.0,965711413
19,170,3.0,965711598
19,185,2.0,965704056
19,196,2.0,965703915
19,208,2.0,965709832
19,223,3.0,965705917
19,231,2.0,965706728
19,235,4.0,965705784
19,253,3.0,965704952
19,260,4.0,965704248
19,328,2.0,965705076
19,329,2.0,965709622
19,330,3.0,965705097
19,338,2.0,965703940
19,350,2.0,965712461
19,353,5.0,965711267
19,356,2.0,965706045
19,357,4.0,965706092
19,366,2.0,965704974
19,367,4.0,965704281
19,370,3.0,965707669
19,374,2.0,965708038
19,377,4.0,965711156
19,379,2.0,965703885
19,380,3.0,965707487
19,420,2.0,965708098
19,434,3.0,965709832
19,457,4.0,965710781
19,480,2.0,965703785
19,485,2.0,965707889
19,494,2.0,965711156
19,497,3.0,965706045
19,500,2.0,965706636
19,546,2.0,965704079
19,586,3.0,965707079
19,587,3.0,965706438
19,588,3.0,965706337
19,610,3.0,965703785
20,48,5.0,1054038357
20,158,3.0,1054038381
20,364,5.0,1054038067
20,586,3.0,1054038279
20,588,5.0,1054038059
20,594,5.0,1054038083
20,596,4.5,1054038175
21,1,3.5,1407618878
21,10,5.0,1403459783
21,19,2.5,1419795052
21,44,1.0,1376822969
21,48,3.0,1376822924
21,145,3.0,1376823315
21,165,3.5,1418846918
21,170,2.0,1376823399
21,260,4.5,1417378080
21,296,3.5,1500701533
21,355,4.0,1376823342
21,364,4.0,1418063557
21,367,3.0,1407617838
21,480,4.0,1418063303
21,500,2.5,1407617852
21,588,4.0,1407618992
21,589,3.5,1418846818
21,592,3.5,1419795406
21,597,4.0,1407617864
22,253,4.0,1268726368
22,318,5.0,1268726193
22,356,5.0,1268726309
22,541,5.0,1268726271
23,50,4.0,1107163741
23,296,3.5,1107163773
23,454,2.5,1107342160
23,541,5.0,1107164433
24,50,4.0,1458942023
24,165,3.5,1458941746
24,253,3.5,1458941225
24,296,4.0,1458942020
24,318,4.5,1458941989
24,356,4.5,1458940987
24,457,3.5,1458941545
24,593,4.5,1458941983
25,231,4.0,1535470451
25,260,5.0,1535470429
25,527,5.0,1535470432
26,10,3.0,836950403
26,34,3.0,836950483
26,150,3.0,836950245
26,153,3.0,836950286
26,165,4.0,836950286
26,185,3.0,836950403
26,208,2.0,836950403
26,225,3.0,836950483
26,296,4.0,836950245
26,344,3.0,836950286
26,349,3.0,836950286
26,356,3.0,836950483
26,380,3.0,836950245
26,434,2.0,836950379
26,454,4.0,836950483
26,457,4.0,836950379
26,592,4.0,836950245
26,593,4.0,836950379
27,1,3.0,962685262
27,34,5.0,962685351
27,48,4.0,962685318
27,60,3.0,962685387
27,62,5.0,962684909
27,260,4.0,962686637
27,356,5.0,965149932
27,364,4.0,962685351
27,367,4.0,965150022
27,480,4.0,962685912
27,590,4.0,962685883
28,16,2.5,1234570375
28,21,3.0,1242290535
28,23,1.5,1242290862
28,47,3.0,1235975946
28,50,3.5,1234337966
28,95,2.0,1234516201
28,110,3.5,1234515793
28,145,1.5,1242290926
28,161,3.0,1242032929
28,253,3.0,1242033136
28,260,4.0,1234338579
28,296,4.5,1234338046
28,318,3.5,1234338000
28,337,3.5,1242031731
28,349,3.0,1234516073
28,353,3.0,1242033139
28,356,4.0,1243837724
28,377,1.5,1234516131
28,457,3.0,1234515692
28,480,2.5,1234515708
28,508,3.5,1242032407
28,527,3.0,1234570054
28,541,4.0,1234335500
28,553,3.0,1242032366
28,555,3.0,1234515790
28,589,4.5,1234515689
28,592,2.5,1234516064
28,593,2.5,1234570144
29,50,3.5,1308007653
29,165,4.0,1362016840
29,318,4.5,1307907071
29,356,4.5,1362016780
30,110,5.0,1500370456
30,318,5.0,1500370344
30,589,3.5,1500370430
31,1,5.0,850466616
31,10,4.0,850467366
31,25,2.0,850466616
31,62,4.0,850466616
31,165,4.0,850467366
31,344,3.0,850467365
31,377,5.0,850467368
31,588,5.0,850467365
32,1,3.0,856736119
32,21,4.0,856737002
32,25,4.0,856736119
32,39,3.0,856737205
32,50,5.0,856737002
32,62,3.0,856736119
32,95,3.0,856736119
32,100,4.0,856736290
32,153,3.0,856737123
32,224,4.0,856737388
32,246,4.0,856737338
32,296,5.0,856737001
32,318,5.0,856737003
32,327,3.0,856737165
32,337,3.0,856737205
32,353,3.0,856737270
32,357,3.0,856737165
32,376,3.0,856736227
32,471,3.0,856737165
32,497,5.0,856737045
32,527,4.0,856737205
32,553,3.0,856737338
32,592,5.0,856737044
33,1,3.0,939647444
33,11,2.0,939654896
33,17,4.0,939654828
33,21,4.0,939715904
33,25,3.0,939646902
33,34,3.0,939646940
33,39,5.0,939654896
33,50,5.0,939646733
33,110,5.0,939648134
33,150,3.0,939647816
33,161,3.0,939716218
33,223,4.0,939648134
33,261,4.0,939715904
33,296,5.0,939717613
33,318,4.0,939716778
33,337,5.0,939715369
33,356,5.0,939654815
33,457,5.0,939646784
33,477,3.0,939716738
33,497,4.0,939646939
33,509,5.0,939716661
33,527,5.0,939716661
33,562,5.0,939715485
33,588,5.0,939646939
33,589,4.0,939647370
34,70,3.5,1162048002
34,110,0.5,1162049056
34,145,1.0,1162048012
34,163,3.0,1162050915
34,318,4.0,1162050357
34,356,4.0,1162049069
34,357,0.5,1162048916
34,377,4.5,1162048796
34,589,3.5,1163954746
35,11,4.0,830939577
35,21,5.0,830939505
35,39,3.0,830939546
35,50,5.0,830939598
35,60,5.0,830939912
35,62,5.0,830939748
35,150,5.0,830939391
35,231,3.0,830939488
35,235,4.0,830939733
35,261,5.0,830939733
35,266,2.0,830939546
35,590,5.0,830940157
35,592,4.0,830939391
36,25,2.5,1100803583
36,315,0.5,1100803362
36,318,4.0,1100804003
37,150,5.0,845239388
37,153,3.0,845239426
37,165,5.0,845239426
37,231,5.0,845239442
37,292,4.0,845239483
37,296,5.0,845239388
37,318,4.0,845239483
37,329,3.0,845239483
37,344,5.0,845239426
37,349,4.0,845239442
37,356,4.0,845239483
37,380,2.0,845239388
37,457,4.0,845239442
37,590,4.0,845239388
37,592,3.0,845239387
37,593,5.0,845239426
38,11,5.0,841341447
38,17,3.0,841341494
38,21,3.0,841341362
38,48,3.0,841341570
38,50,5.0,841341362
38,62,3.0,841341570
38,105,3.0,841341618
38,110,5.0,841341295
38,150,4.0,841341161
38,151,5.0,841341494
38,153,3.0,841341195
38,161,4.0,841341249
38,163,1.0,841341715
38,168,4.0,841341549
38,193,1.0,841341598
38,208,1.0,841341271
38,223,5.0,841341650
38,224,4.0,841341598
38,235,4.0,841341515
38,246,5.0,841341715
38,253,1.0,841341271
38,266,1.0,841341405
38,292,3.0,841341248
38,296,3.0,841341163
38,317,3.0,841341362
38,318,5.0,841341249
38,329,3.0,841341249
38,337,3.0,841341468
38,350,4.0,841341428
38,355,3.0,841341650
38,356,3.0,841341271
38,357,5.0,841341428
38,364,2.0,841341323
38,367,2.0,841341341
38,376,4.0,841341763
38,380,3.0,841341163
38,434,2.0,841341249
38,454,4.0,841341295
38,457,5.0,841341220
38,480,3.0,841341296
38,497,5.0,841341680
38,500,3.0,841341362
38,508,3.0,841341532
38,509,2.0,841341467
38,527,5.0,841341405
38,555,2.0,841341570
38,586,3.0,841341384
38,588,3.0,841341195
38,590,4.0,841341161
38,592,4.0,841341160
38,593,3.0,841341220
38,597,2.0,841341384
39,47,3.0,974789632
39,260,5.0,974787510
39,296,5.0,974789540
39,364,4.0,974788976
39,457,4.0,974789432
39,588,4.0,974788841
39,589,4.0,974788030
39,593,5.0,974788030
39,594,3.0,974788841
39,596,3.0,974788629
40,1,5.0,832058959
40,17,5.0,832059273
40,19,2.0,832059137
40,21,4.0,832059053
40,34,5.0,832059080
40,44,3.0,832059393
40,48,2.0,832059371
40,60,4.0,832059509
40,62,5.0,832059339
40,104,1.0,832059697
40,110,4.0,832059053
40,111,5.0,832059116
40,153,3.0,832058897
40,163,5.0,832059474
40,165,4.0,832058897
40,168,2.0,832059315
40,208,2.0,832059012
40,223,5.0,832059371
40,231,1.0,832058959
40,235,4.0,832059293
40,266,4.0,832059080
40,292,3.0,832059012
40,296,5.0,832058854
40,317,4.0,832059080
40,318,5.0,832058930
40,327,4.0,832059585
40,329,3.0,832058930
40,330,3.0,832059921
40,337,5.0,832059189
40,344,4.0,832058897
40,350,5.0,832059787
40,353,3.0,832059840
40,364,5.0,832059644
40,367,4.0,832059676
40,376,3.0,832060011
40,380,3.0,832058854
40,383,3.0,832060108
40,457,3.0,832059534
40,509,3.0,832059716
40,515,3.0,832059892
40,553,5.0,832059273
40,588,4.0,832058897
40,590,4.0,832058854
40,592,4.0,832058854
40,610,4.0,832059622
41,47,3.5,1458939486
41,50,3.0,1459367479
41,215,2.0,1458939048
41,296,5.0,1458933695
41,356,2.0,1459367500
41,357,4.0,1459368628
41,380,0.5,1459367498
41,541,2.0,1459367431
41,593,4.0,1458933734
41,597,3.0,1458938948
42,10,5.0,996215205
42,11,5.0,996219314
42,16,5.0,996218017
42,19,2.0,996256258
42,21,4.0,996219086
42,22,5.0,996219167
42,47,4.0,996218105
42,50,5.0,996217838
42,86,4.0,996220615
42,95,3.0,996214545
42,110,4.0,996217933
42,122,3.0,996221451
42,144,4.0,996220026
42,150,5.0,996217989
42,153,2.0,996255744
42,161,3.0,996218708
42,163,3.0,996219086
42,165,2.0,996216316
42,168,3.0,996220383
42,185,4.0,996220893
42,223,5.0,996218735
42,225,4.0,996219167
42,231,4.0,996220872
42,253,5.0,996215413
42,260,5.0,996261559
42,292,3.0,996219167
42,296,5.0,996214107
42,303,2.0,996221407
42,318,4.0,996217804
42,344,2.0,996220343
42,349,4.0,996218871
42,350,4.0,996218988
42,353,2.0,996220093
42,356,5.0,996218222
42,364,4.0,996218379
42,379,2.0,996221323
42,380,3.0,996219248
42,420,3.0,996215096
42,434,4.0,996221164
42,457,4.0,996216038
42,485,3.0,996256042
42,509,4.0,996218171
42,555,5.0,996218222
42,586,2.0,996219248
42,590,4.0,996218404
42,593,5.0,996217838
42,597,5.0,996218906
43,1,5.0,848993983
43,10,4.0,848993747
43,11,4.0,848993928
43,23,5.0,848994451
43,34,5.0,848993816
43,47,4.0,848993793
43,48,5.0,848994152
43,57,5.0,848994678
43,60,5.0,848994424
43,79,5.0,848994617
43,110,3.0,848993747
43,150,5.0,848993627
43,153,5.0,848993662
43,158,5.0,848994079
43,161,4.0,848993747
43,165,5.0,848993660
43,168,5.0,848994102
43,185,4.0,848993747
43,193,4.0,848994178
43,208,4.0,848993747
43,225,4.0,848993879
43,231,3.0,848993694
43,253,4.0,848993769
43,259,4.0,848994678
43,261,5.0,848994079
43,292,5.0,848993718
43,296,3.0,848993627
43,317,4.0,848993903
43,318,4.0,848993718
43,329,5.0,848993718
43,344,4.0,848993662
43,349,3.0,848993694
43,350,4.0,848993903
43,355,5.0,848994178
43,356,5.0,848993693
43,364,5.0,848993793
43,374,5.0,848994436
43,377,3.0,848993769
43,380,3.0,848993628
43,382,5.0,848994479
43,420,5.0,848993879
43,434,5.0,848993718
43,457,5.0,848993662
43,480,4.0,848993719
43,500,5.0,848993793
43,519,5.0,848994479
43,532,4.0,848994392
43,553,4.0,848993983
43,587,5.0,848993816
43,588,5.0,848993660
43,589,5.0,848993769
43,590,4.0,848993627
43,594,5.0,848994152
43,596,5.0,848994332
43,597,5.0,848993817
43,610,5.0,848994332
44,1,3.0,869251860
44,18,4.0,869252115
44,95,4.0,869251861
44,104,4.0,869251955
44,112,5.0,869251955
44,260,5.0,869251910
44,494,4.0,869251910
45,1,4.0,951170182
45,11,3.0,951170225
45,19,4.5,1091306129
45,21,4.0,1091306011
45,39,3.0,951170338
45,50,5.0,951756750
45,62,4.0,1091306047
45,69,3.0,951170141
45,70,4.0,951170563
45,104,5.0,950724870
45,110,5.0,950741520
45,112,4.0,950740583
45,150,5.0,1007484259
45,165,5.0,1091305945
45,180,4.0,950726070
45,223,5.0,1007995016
45,231,5.0,1091305997
45,260,5.0,950726388
45,261,3.0,959624314
45,292,4.0,1091305981
45,296,5.0,1007483989
45,317,3.0,951170669
45,329,4.0,950740723
45,338,3.0,950741024
45,344,4.0,951170563
45,356,5.0,951170194
45,357,4.0,951170271
45,364,5.0,950726215
45,367,4.0,950724840
45,370,3.5,1121724808
45,380,4.0,950726688
45,441,3.0,950724757
45,457,4.0,950726408
45,480,4.0,950740478
45,500,4.0,951170445
45,546,2.0,950741111
45,587,2.0,951170358
45,588,5.0,950726248
45,589,5.0,950726569
45,590,4.0,1091305624
45,593,4.0,951756812
45,597,3.0,951170238
46,1,5.0,834787906
46,10,3.0,834787826
46,50,5.0,834788094
46,110,5.0,834788016
46,111,4.0,834788094
46,153,4.0,834787678
46,160,4.0,834788146
46,161,3.0,834787826
46,165,4.0,834787677
46,185,4.0,834787906
46,208,3.0,834787906
46,225,3.0,834788016
46,231,3.0,834787757
46,253,4.0,834787906
46,292,5.0,834787826
46,315,3.0,834788227
46,318,4.0,834787757
46,344,3.0,834787678
46,349,3.0,834787677
46,364,5.0,834788146
46,367,4.0,834788227
46,380,5.0,834787967
46,434,4.0,834787826
46,454,5.0,834788146
46,457,5.0,834787967
46,590,5.0,834787617
46,592,3.0,834787617
46,593,5.0,834787906
47,47,3.0,1496209354
47,62,3.0,1496205312
47,150,3.0,1496206707
47,318,4.0,1496208166
47,356,4.5,1496206696
47,500,1.0,1496210197
47,508,4.0,1496205263
47,587,4.0,1496205334
47,590,3.5,1496208604
47,593,2.0,1496205249
48,48,4.0,1127128718
48,168,3.5,1127128712
49,110,4.0,1493093005
49,318,4.0,1493089778
49,527,4.5,1493089770
50,1,3.0,1514238116
50,111,4.0,1534178790
50,318,3.5,1514237959
50,356,3.0,1514238146
50,541,4.0,1514238015
50,593,3.5,1514237974
50,596,2.0,1514238575
51,36,3.0,1230929322
51,70,5.0,1230932691
51,93,3.0,1230931640
51,111,5.0,1230929314
51,170,4.0,1230932681
51,247,5.0,1230928802
51,260,5.0,1230931614
51,317,3.5,1230932640
51,327,1.5,1230929812
51,344,3.0,1230929299
51,380,4.0,1230931592
51,383,3.0,1230930616
51,387,3.5,1230932629
51,482,3.5,1230930599
51,497,5.0,1230929781
51,527,3.0,1230929292
51,555,4.5,1230932592
51,589,5.0,1230929287
51,593,5.0,1230931534
51,597,3.5,1230931528
51,610,4.0,1230932587
52,150,4.0,1468051525
52,260,4.0,1468051102
52,318,5.0,1468051091
52,356,5.0,1468051518
52,364,5.0,1468051398
52,588,5.0,1468051449
54,17,3.0,830248246
54,21,3.0,839921390
54,47,3.0,839921084
54,110,3.0,830247832
54,150,3.0,830247106
54,161,3.0,830247358
54,296,3.0,830247106
54,318,4.0,830247358
54,356,4.0,839921027
54,377,3.0,839921390
54,420,2.0,839921390
54,454,3.0,839921084
54,457,3.0,839920981
54,500,3.0,839921452
54,586,2.0,839921452
54,588,3.0,830247330
54,589,3.0,839921161
54,592,3.0,830247106
54,593,4.0,839920981
56,10,4.0,835799162
56,11,4.0,835799366
56,19,5.0,835799219
56,39,4.0,835799274
56,47,5.0,835799219
56,69,4.0,835799457
56,153,4.0,835799081
56,160,3.0,835799274
56,161,4.0,835799140
56,185,3.0,835799162
56,196,3.0,835799366
56,225,4.0,835799219
56,231,5.0,835799115
56,253,3.0,835799162
56,292,4.0,835799140
56,296,4.0,835799034
56,315,4.0,835799330
56,317,4.0,835799253
56,318,4.0,835799115
56,329,3.0,835799115
56,344,5.0,835799081
56,349,4.0,835799081
56,356,5.0,835799274
56,364,5.0,835799253
56,370,3.0,835799457
56,380,4.0,835799034
56,420,3.0,835799253
56,454,3.0,835799253
56,457,4.0,835799162
56,589,4.0,835799330
56,592,3.0,835799034
56,593,5.0,835799139
57,1,5.0,965796031
57,10,3.0,965798286
57,21,3.0,965796969
57,39,3.0,965796392
57,50,5.0,965796686
57,70,1.0,965797305
57,95,3.0,969754664
57,104,2.0,972174279
57,110,4.0,965799491
57,112,4.0,969754432
57,150,3.0,972172393
57,151,3.0,965799554
57,153,2.0,969753973
57,158,1.0,972175275
57,160,1.0,969754090
57,185,2.0,965798952
57,208,1.0,969754810
57,224,4.0,965797175
57,235,5.0,965796869
57,260,5.0,965798203
57,296,3.0,972172502
57,303,2.0,965798410
57,329,4.0,969753849
57,355,1.0,965797786
57,356,4.0,965795650
57,357,4.0,969753458
57,364,4.0,965796140
57,367,3.0,965797050
57,377,2.0,969754312
57,379,1.0,972175617
57,380,4.0,965797484
57,382,2.0,972175120
57,434,2.0,965798455
57,457,5.0,965796698
57,471,3.0,969753604
57,480,5.0,965798332
57,494,4.0,972174952
57,497,3.0,965796990
57,500,3.0,965797433
57,515,4.0,972173777
57,527,5.0,965799430
57,541,5.0,965796471
57,553,4.0,965798574
57,588,4.0,965796062
57,589,4.0,965798703
57,592,4.0,969753766
57,593,5.0,965796656
57,594,4.0,965796004
57,596,4.0,965796004
57,597,3.0,972174733
57,610,3.0,965798313
58,21,4.0,847718718
58,22,3.0,847719108
58,39,5.0,847718745
58,44,2.0,847718960
58,47,5.0,847718657
58,48,3.0,847719035
58,50,5.0,847718718
58,62,3.0,847718910
58,110,5.0,847718580
58,150,4.0,847718380
58,153,3.0,847718434
58,165,4.0,847718433
58,168,5.0,847718992
58,185,3.0,847718579
58,196,2.0,847718894
58,208,4.0,847718580
58,223,3.0,847719088
58,224,3.0,847719065
58,225,3.0,847718745
58,231,5.0,847718462
58,253,2.0,847718617
58,261,4.0,847718960
58,266,3.0,847718786
58,292,4.0,847718544
58,296,5.0,847718380
58,315,5.0,847718851
58,317,3.0,847718786
58,318,5.0,847718544
58,327,4.0,847719285
58,350,4.0,847718786
58,356,4.0,847718461
58,357,3.0,847718745
58,364,4.0,847718657
58,367,4.0,847718657
58,377,5.0,847718657
58,380,3.0,847718380
58,454,3.0,847718617
58,457,5.0,847718433
58,477,4.0,847719333
58,480,4.0,847718544
58,497,5.0,847719066
58,500,3.0,847718657
58,508,5.0,847718868
58,509,2.0,847718850
58,527,5.0,847718718
58,555,3.0,847719035
58,587,4.0,847718674
58,589,4.0,847718617
58,590,3.0,847718380
58,592,3.0,847718380
58,594,5.0,847719035
58,596,4.0,847719271
59,10,3.0,953609378
59,41,5.0,953609923
59,105,4.0,953608307
59,110,2.0,953609098
59,260,4.0,953610660
59,350,3.0,953610578
59,367,4.0,953610692
59,480,3.0,953609415
59,527,5.0,953609857
59,589,4.0,953609167
59,593,5.0,953610203
60,48,3.0,1393541734
60,50,3.0,1393542060
60,527,5.0,1393542064
61,16,4.0,1145531659
61,50,4.5,1145532639
61,235,4.0,1145531647
61,266,4.0,1145531608
61,318,5.0,1145532707
61,555,4.5,1145532694
61,593,4.0,1145532720
62,47,4.5,1521489234
62,110,4.5,1521822303
62,260,4.5,1521488893
62,296,4.5,1521488575
62,318,4.0,1521488565
62,344,3.0,1521822336
62,356,5.0,1521822306
62,527,4.5,1521488569
62,586,4.0,1521489913
62,593,5.0,1521488571
63,1,5.0,1443199669
63,34,3.0,1443201169
