userId,movieId,rating,timestamp
111,500,4.0,1516156095
112,1,3.0,1442535639
112,16,4.5,1513990003
112,104,4.0,1513989997
112,253,4.5,1513989915
112,329,2.5,1513989925
112,480,5.0,1442535631
113,587,3.0,980051938
115,296,5.0,944954937
115,588,4.0,948322710
115,590,3.0,944951378
116,160,4.0,1337200317
116,586,3.5,1337199910
117,11,4.0,844162970
117,44,2.0,844163037
117,160,3.0,844162955
117,253,4.0,844162832
117,350,3.0,844162955
117,353,3.0,844163121
117,454,3.0,844162850
117,553,4.0,844162985
117,597,3.0,844162913
121,1,4.0,847656180
121,246,3.0,847656374
121,353,3.0,847656245
121,377,3.0,847656010
121,454,3.0,847655996
123,47,4.5,1447291940
124,1,4.0,1336584336
124,260,4.0,1336423436
126,329,4.0,845925690
126,457,5.0,845925656
128,110,5.0,899032847
129,110,4.0,1167375621
129,541,3.5,1167376597
130,165,4.0,832589546
130,317,3.0,832589692
130,380,3.0,832589516
132,1,2.0,1157921785
132,17,3.0,1157922698
132,175,3.0,1157982515
133,110,3.0,843491209
133,380,3.0,843490781
133,471,4.0,843491793
134,163,3.0,832841704
134,364,3.0,832841586
134,454,4.0,832841586
134,590,5.0,832840928
135,292,4.0,1009692890
135,329,2.0,1009691746
135,393,3.0,1009693004
135,480,5.0,1009692855
136,132,3.0,832449989
136,161,4.0,832449222
136,329,2.0,832449197
136,420,3.0,832449345
136,457,5.0,832449522
136,592,4.0,832449136
137,111,5.0,1204863636
140,318,4.0,942840891
140,350,3.0,949667416
140,376,3.0,967049118
140,377,4.0,967048935
140,599,4.0,942842895
141,231,3.0,1513131879
141,260,4.0,1513129794
141,500,3.0,1513131874
142,50,5.0,838934155
142,225,4.0,838934449
142,292,3.0,838932766
144,1,3.5,1137323419
144,25,3.0,1136813341
144,34,3.0,1137323545
144,150,3.0,1137323392
144,253,4.5,1137323583
144,357,4.0,1136813626
144,377,3.5,1137323465
144,592,3.5,1137323378
144,593,4.5,1136812654
144,597,3.0,1137323554
145,231,3.0,832105242
147,168,0.5,1203267725
148,356,4.0,1482548476
150,25,4.0,854203072
150,494,3.0,854203124
152,318,3.5,1450572432
155,153,3.0,961861424
156,296,5.0,939884874
156,348,3.0,946799476
156,370,3.5,1106855353
156,376,3.5,1106855182
156,500,2.0,946800455
160,1,4.0,971115026
160,434,3.0,971115520
160,527,5.0,971113259
161,1,4.0,1176751765
162,16,5.0,836511416
162,266,4.0,836511289
165,110,4.0,1046741213
166,17,4.0,1190828781
166,527,4.5,1188926239
169,34,4.0,1059427862
169,60,4.0,1078285375
170,168,4.0,840473073
170,344,3.0,840472759
170,356,4.0,840380988
170,457,3.0,840472801
170,587,4.0,840381068
170,588,3.0,840472759
170,594,3.0,840473217
171,1,5.0,866904159
171,260,4.0,866904192
171,296,5.0,866905241
171,318,5.0,866905647
171,471,3.0,866905683
171,485,5.0,866905683
173,329,4.0,843397925
173,587,3.0,843398030
173,592,3.0,843397856
174,50,3.0,848487075
174,196,2.0,848487194
174,225,3.0,848487101
174,350,4.0,848487116
174,553,5.0,848487173
174,590,4.0,848486904
176,47,5.0,840109138
176,110,5.0,840108930
176,231,4.0,840108739
176,434,4.0,840108793
176,485,3.0,840109075
177,235,3.0,1435534289
177,356,5.0,1435523542
177,594,4.0,1435539811
178,10,4.0,1164355337
178,296,4.5,1164355189
179,231,3.0,840907418
179,318,5.0,840907462
179,380,4.0,840907314
179,589,5.0,840907616
180,260,4.5,1270237876
181,122,3.0,845470529
181,151,3.0,845469756
181,170,3.0,845470611
181,191,1.0,845470737
182,18,5.0,1055153282
182,100,3.0,1055153511
182,370,0.5,1054779649
182,377,2.5,1054780896
182,441,4.0,1054784213
182,610,3.0,1054783022
186,541,4.0,1031073630
187,110,3.0,1161863869
187,247,4.0,1161849767
187,541,4.5,1161850214
189,318,4.0,1439465054
191,21,4.0,829759809
191,39,1.0,829760897
191,47,4.0,829760898
193,527,4.0,1435857242
194,315,3.5,1110316625
195,16,4.0,974705903
195,50,5.0,974705671
195,70,4.0,979858326
195,165,2.0,974709470
195,235,5.0,974709939
197,541,5.0,947461866
198,47,5.0,1034136177
198,266,4.0,1034135187
198,480,3.0,1034135628
199,266,2.0,1023654884
199,497,3.0,940372513
200,150,4.0,1229885978
203,420,3.0,1390094402
208,457,3.0,940639309
210,589,4.0,1473882015
211,260,4.5,1350913284
212,260,2.5,1505400094
215,318,5.0,1260908625
216,364,3.0,975211782
216,497,4.0,975212597
217,44,2.0,955941505
217,95,3.0,955941157
217,357,3.0,955943627
217,494,4.0,955940700
217,590,4.0,955942041
217,594,3.0,955942540
219,223,4.0,1194686730
219,589,4.5,1194686309
220,223,5.0,1230055143
220,296,5.0,1230054991
220,364,4.5,1230055763
222,508,3.5,1391375657
223,34,1.0,1226209953
226,10,4.0,1095662675
226,44,3.5,1095663137
226,69,4.0,1172040506
226,153,4.0,1095662628
226,160,3.0,1095662829
226,364,3.5,1095662658
226,441,4.5,1095663823
227,110,3.5,1447209812
227,589,3.5,1447209993
227,593,4.5,1447189848
228,260,4.5,1363222887
229,434,3.0,836942675
229,509,3.0,838144451
230,34,2.0,1196304670
230,380,3.0,1196304429
230,586,3.5,1196304782
232,39,3.0,1182909940
232,104,3.5,1182908245
232,588,3.0,1077235202
233,364,3.5,1530047205
234,588,5.0,1004409370
235,355,3.0,841422667
235,380,4.0,841422308
235,515,3.0,841422667
235,594,4.0,841422693
239,587,3.5,1221158946
239,590,4.0,1221158384
240,380,3.0,849122058
240,457,3.0,849122096
241,593,4.5,1447536097
242,208,4.0,834073137
242,434,4.0,834073121
242,588,3.0,834073077
243,153,4.0,837155068
243,161,5.0,837155121
244,329,3.0,975093206
244,349,4.0,975091322
246,17,5.0,1354126066
246,356,3.5,1354126767
247,356,5.0,1467644091
247,480,4.5,1467644152
249,111,4.5,1346757621
249,480,4.0,1346847728
249,541,4.0,1507756687
252,364,5.0,1498284963
254,1,4.5,1180446553
262,48,1.0,840305912
262,367,3.0,840305693
262,497,4.0,840305955
263,587,4.0,941591926
264,151,2.5,1136978254
265,150,4.0,965317882
265,253,3.0,965319436
266,39,2.0,945669397
266,110,5.0,945670079
266,260,4.0,945670679
266,555,5.0,945670160
269,1,5.0,850865423
270,17,4.0,853918728
270,62,5.0,853918728
273,296,4.0,835798985
274,16,4.5,1171493420
274,19,4.0,1171934796
274,23,3.5,1171829251
274,48,2.0,1171943719
274,93,3.5,1172024378
274,175,3.0,1226390171
274,594,3.0,1171493418
275,318,4.0,1049078154
276,344,5.0,858351182
276,480,5.0,858351188
277,260,4.0,861812827
280,1,4.5,1348435273
282,111,4.0,1514068400
282,500,4.0,1378490507
282,592,3.5,1378496919
283,356,5.0,901228020
284,44,3.0,832699890
284,153,3.0,832695146
284,329,3.0,832695208
284,367,5.0,832786307
284,500,5.0,832786349
286,150,4.0,1119562848
286,597,3.5,1119562925
287,62,2.0,1110231040
287,110,1.5,1110230585
288,111,3.5,1232897523
288,158,2.0,978468237
288,253,4.0,976124491
288,266,3.0,975691610
288,337,3.5,1054568988
288,344,3.0,978559935
288,586,3.0,978560086
290,11,4.0,974943069
290,188,3.0,974943091
290,260,5.0,974939497
290,497,4.0,974942676
290,509,4.0,974943132
292,344,2.0,1219625010
292,588,4.0,1265680373
293,1,3.0,1044870886
294,255,1.0,966597066
294,357,2.0,966595458
294,532,2.0,966597672
295,70,5.0,1320064943
297,47,4.0,900871748
297,170,1.0,900875950
297,338,2.0,900876291
298,110,3.0,1447518054
298,111,3.0,1447518023
298,231,2.5,1447584441
302,95,3.0,854472021
304,1,5.0,881428344
304,17,3.0,891174111
304,110,5.0,891172978
304,153,3.0,891173670
304,349,4.0,891173554
304,380,4.0,891173554
304,541,4.0,891173435
305,47,4.0,1460135569
305,296,5.0,1460135173
305,527,5.0,1460135174
305,589,5.0,1460135760
307,10,2.5,1186161010
307,266,3.5,1186161585
307,292,2.0,1186161022
307,357,3.0,1227538399
307,434,1.0,1227538408
307,553,4.5,1186161647
307,594,2.5,1186161562
308,223,1.0,1421374410
308,355,3.0,1421374549
309,527,4.0,1126451171
312,253,4.0,1043176220
313,170,3.0,1030556549
313,196,4.0,1030475046
313,253,4.0,1030475717
313,380,5.0,1030556462
313,541,5.0,1030474666
313,610,5.0,1030474839
314,110,4.0,834241459
314,327,1.0,834428752
314,364,4.0,834241610
314,480,3.0,834241459
318,296,4.5,1267471863
318,357,4.0,1262804499
319,356,4.0,1461352079
319,527,5.0,1461351622
321,589,3.0,843212493
322,110,3.5,1217676197
322,318,4.0,1217675823
323,376,3.0,1422640514
323,588,4.0,1422640382
325,193,3.0,1039396665
325,235,5.0,1039399069
325,587,3.0,1039396639
328,39,2.0,1494210780
328,111,2.0,1494210396
330,34,3.0,1285905096
330,111,3.5,1285904588
330,260,4.0,1285904564
330,356,5.0,1285904215
330,454,3.5,1285905189
331,34,2.0,1537157568
332,16,3.5,1352673555
332,318,4.5,1352671754
332,541,5.0,1352672393
334,104,3.5,1237060406
336,70,4.0,1120568169
336,163,5.0,1120567987
336,168,4.0,1120568038
338,296,4.5,1530148321
339,150,4.0,1460182140
340,153,4.0,848666356
340,349,4.0,848666375
341,480,2.0,1439750926
343,296,4.5,1202061332
344,586,5.0,1420496646
347,160,3.0,847645839
347,208,3.0,847645690
347,253,4.0,847645719
347,356,4.0,847645635
348,111,5.0,1378850748
349,10,4.0,834750699
350,376,2.0,864941017
352,541,4.5,1493932047
353,160,2.0,831939750
353,196,3.0,831939826
353,231,4.0,831939685
353,590,4.0,831939568
353,593,5.0,831940167
354,10,3.5,1200870391
354,34,3.5,1200870571
354,586,3.0,1200870590
355,317,3.0,974966225
356,50,3.5,1229142733
356,101,3.5,1229139373
356,168,3.0,1232430755
356,337,4.5,1232430496
356,344,1.5,1229143217
356,356,4.0,1229140516
357,208,3.5,1348612100
357,364,3.5,1348610280
359,480,4.0,1198111978
359,590,4.0,1198112005
361,356,3.5,1204045204
363,95,3.0,1502584443
365,593,0.5,1488332713
368,47,4.0,971275475
368,296,5.0,975827507
370,50,4.5,1159161956
372,34,4.0,874415934
372,50,5.0,874414678
372,112,2.0,874416492
372,337,2.0,874416748
372,380,5.0,874417241
372,457,5.0,874414994
372,541,4.0,874415865
372,589,4.0,874415666
373,47,5.0,846829997
373,60,3.0,846830521
373,168,2.0,846830207
373,296,5.0,846829840
373,337,5.0,846830149
373,344,3.0,846829862
373,357,3.0,846830073
373,590,4.0,846829840
373,594,5.0,846830279
374,296,5.0,849089035
374,380,5.0,849089035
374,588,3.0,849089070
375,500,3.0,1225314367
376,19,2.0,1364994453
376,292,4.5,1364994265
376,380,3.5,1364958532
377,19,2.0,1340342704
379,349,4.0,847397292
379,356,5.0,847397292
379,480,4.0,847397342
379,500,3.0,847397459
379,592,3.0,847397201
380,10,5.0,1493419787
380,19,5.0,1493667522
380,110,4.0,1493419805
380,153,3.0,1493667398
380,260,5.0,1493419753
381,586,1.0,1164877371
381,596,3.5,1167542956
381,597,4.0,1164877296
382,588,5.0,1515160916
385,50,3.0,834691694
385,337,5.0,834691737
386,45,3.0,842613904
386,112,4.0,842613980
386,532,4.0,842613934
387,104,2.0,1095040613
387,153,3.0,1094938517
387,193,2.0,1094939818
387,348,2.5,1257536178
387,500,2.5,1095040501
387,588,2.5,1094938228
389,112,3.0,857934308
389,376,4.0,857934308
390,235,4.0,1250341953
390,590,3.5,1250341433
391,25,5.0,1030827466
391,233,4.0,1030825112
391,260,5.0,1032387863
391,348,5.0,1032388857
391,349,3.0,1031031037
391,353,4.0,1030944377
391,454,3.0,1030944473
395,158,3.0,841503965
395,208,5.0,841503555
395,317,3.0,841503726
395,380,3.0,841503395
395,519,4.0,841505074
395,527,2.0,841503819
396,318,4.5,1111688621
399,110,3.0,1167220367
399,593,4.5,1167220350
400,260,5.0,1498870148
400,541,4.5,1498870376
401,1,3.5,1510450550
401,588,3.0,1514346811
402,364,4.0,849654417
403,47,5.0,1225243620
403,180,4.0,1225243348
403,296,5.0,1225243673
404,165,3.0,838375720
404,193,3.0,838376177
404,356,4.0,838375832
404,480,4.0,838375864
405,253,3.5,1295913679
409,296,5.0,969059543
409,318,4.0,969058201
410,111,3.0,990807684
410,593,3.0,990729145
410,597,4.0,990910776
411,50,3.0,835532221
411,158,3.0,835532449
411,208,4.0,835532100
411,246,5.0,835532614
411,367,2.0,835532287
411,454,4.0,835532253
411,589,3.0,835532449
412,47,3.0,939114573
412,593,4.0,939114647
413,16,5.0,1484440002
413,457,5.0,1484439876
414,1,4.0,961438127
414,34,5.0,961438127
414,45,3.0,961438476
414,57,3.0,961517912
414,81,2.0,961514568
414,168,2.0,961514438
414,223,5.0,961436616
414,247,4.0,1033148925
414,261,4.0,961437526
414,497,5.0,961438248
414,519,2.0,961515424
414,521,3.0,961682233
414,533,2.0,961516154
414,555,5.0,961513923
414,586,3.0,961439170
415,356,5.0,1382470244
418,111,4.5,1461866063
419,50,4.0,1321854706
419,480,3.5,1322379808
419,527,5.0,1321659029
424,47,5.0,1457842442
424,111,4.0,1457902773
424,318,3.5,1457842711
425,110,4.0,1085477194
425,318,5.0,1085477209
425,434,2.5,1085477454
425,480,3.5,1085477172
425,586,2.5,1085477576
426,356,5.0,1451080995
428,165,1.0,1111489756
428,253,4.5,1111489812
428,380,2.0,1111489635
428,494,2.0,1111623431
429,315,4.0,828124616
429,553,3.0,828124616
431,158,1.0,1267051813
432,480,4.5,1316391434
434,10,3.5,1270606683
434,34,3.5,1270604933
434,95,2.0,1270606732
434,356,4.5,1270604589
434,480,5.0,1270604612
435,318,5.0,1366676009
436,318,4.0,833529522
436,508,4.0,833530470
436,588,3.0,833529489
436,589,4.0,833530204
437,225,3.0,859721399
437,260,5.0,859721045
437,508,5.0,859721584
437,527,5.0,859721361
438,223,3.5,1105829426
438,590,3.0,1105649737
438,597,4.0,1105666215
443,260,4.0,1501722465
444,100,3.0,839310140
444,592,3.0,839310604
445,457,4.0,1454622023
445,541,4.0,1454622230
446,95,4.0,843839401
446,168,1.0,843839441
446,224,4.0,843839544
446,434,2.0,843839191
446,594,4.0,843839522
447,44,5.0,836961153
447,266,5.0,836960918
447,357,3.0,836961106
447,586,2.0,836961107
447,594,4.0,836961903
448,47,4.0,1019132386
448,104,3.0,1221250916
448,223,4.0,1059407171
448,519,2.0,1019133230
452,153,4.0,1019581098
452,260,5.0,1013394673
452,380,5.0,1019580751
452,592,5.0,1019580705
453,260,4.0,972621703
454,111,3.5,1284801892
455,165,3.0,836435854
455,261,4.0,836436244
455,349,4.0,836435856
455,420,3.0,836436049
455,555,3.0,836436378
455,587,5.0,836436412
456,79,2.0,856883417
457,34,2.0,993610564
457,480,2.0,993610357
458,344,3.0,845651650
462,562,4.0,1123891848
464,344,2.0,1287399288
464,480,4.0,1287399097
464,527,4.5,1287399704
466,318,3.0,1439885041
467,527,5.0,919671539
468,39,5.0,831400519
468,165,3.0,831400444
468,380,4.0,831400406
468,434,3.0,831400464
469,588,2.0,965425547
469,593,4.0,965661952
470,10,3.0,849075144
470,36,4.0,849370395
470,95,3.0,849843245
470,261,3.0,849224825
470,292,5.0,849075031
470,377,4.0,849075196
470,380,5.0,849074737
470,494,4.0,849370395
470,592,3.0,849074736
474,11,2.5,1053021437
474,36,5.0,979180034
474,45,4.0,1014924369
474,100,2.0,1048710159
474,122,1.0,974669063
474,153,3.0,1046881303
474,527,5.0,979179823
474,592,4.0,1002928730
474,594,3.0,983032069
476,329,3.0,835021384
476,587,4.0,835022003
476,588,5.0,835021342
476,594,4.0,835021778
477,1,4.0,1200939636
479,412,4.0,1039362840
479,454,4.0,1039362072
480,19,1.5,1179178233
480,34,4.0,1179178044
480,50,3.5,1179160287
480,69,2.0,1179161861
480,165,3.0,1179177627
480,168,2.5,1179178937
480,246,3.5,1179162223
480,357,3.0,1179161836
480,377,3.5,1179177648
480,380,2.5,1179177630
480,589,4.5,1179177674
482,16,2.0,1105396054
482,62,5.0,1105396550
482,329,4.5,1105396889
483,23,3.0,1215897538
483,160,3.5,1178293850
483,180,4.0,1327277884
483,356,5.0,1415579192
483,377,1.5,1181496681
483,380,4.0,1178217461
484,160,4.5,1342296643
484,356,5.0,1342228969
485,150,5.0,837943215
485,231,1.0,837943293
486,44,4.0,839537298
486,353,5.0,839537298
486,589,5.0,839537220
486,593,3.0,839537094
489,22,3.5,1333022826
489,48,4.0,1334587634
489,70,2.0,1385823826
489,110,4.5,1332772116
489,160,1.0,1334171163
489,247,4.0,1333232267
490,1,3.5,1328229305
490,593,4.0,1334940334
492,1,4.0,863975949
492,95,3.0,863975954
493,493,4.0,1001562900
494,344,1.0,1000384113
495,104,4.5,1458635979
495,318,5.0,1458634558
495,588,4.0,1458635600
498,110,5.0,839197320
498,150,5.0,839197204
498,161,5.0,839197289
498,296,4.0,839197204
500,180,4.0,1005527980
500,471,1.0,1005528017
503,327,4.0,1335214404
503,441,3.5,1335214376
507,34,5.0,838964683
507,153,3.0,838964572
511,356,4.5,1450094222
512,110,5.0,841449335
512,150,4.0,841449202
512,588,3.0,841449233
513,296,4.5,1159980578
514,22,3.0,1533947171
515,260,5.0,1513602000
517,593,3.0,1487953156
520,10,4.0,1326609139
520,327,2.0,1326607881
522,180,4.5,1371443469
522,260,5.0,1253344662
522,480,3.5,1253344659
523,318,5.0,1503126542
524,21,3.0,852404913
524,196,3.0,851608986
524,253,3.0,851609837
524,377,5.0,851608745
524,405,2.0,851609392
524,457,5.0,851608781
524,485,4.0,851609229
524,593,4.0,851608746
525,50,4.5,1476476363
525,364,4.0,1476476559
525,377,3.5,1476476736
526,296,4.0,1502132896
526,318,4.0,1502131858
527,480,5.0,1033174024
529,1,3.0,855583216
530,11,4.0,843227087
530,349,4.0,843226722
530,380,2.0,843226673
532,593,4.0,1025570401
534,44,4.0,1459788735
534,158,4.0,1465036614
534,165,4.5,1459787998
534,480,4.5,1459787998
534,500,4.5,1459787996
534,519,4.0,1459787997
534,592,4.0,1459787996
536,150,5.0,832839783
536,261,5.0,832839938
536,349,5.0,832839804
536,357,1.0,832840319
536,527,5.0,832840391
539,374,2.5,1332474510
540,260,5.0,1179108620
540,296,5.0,1179108599
541,196,3.0,835643146
541,208,2.0,835643013
541,588,3.0,835642942
543,165,5.0,1377022834
544,62,5.0,850688537
545,44,2.5,1240358381
546,589,5.0,973588403
549,110,3.0,1464282652
550,318,4.5,1488629928
552,161,2.5,1111473069
552,317,2.0,1112151213
552,434,3.0,1112151204
552,497,2.5,1111472961
552,541,5.0,1111473071
555,231,4.0,978746933
555,296,4.0,978840045
555,589,5.0,978841345
555,592,3.0,978749155
555,597,4.0,978746552
557,150,4.5,1452874576
559,19,2.0,845475946
559,145,3.0,845476229
559,185,3.0,845475896
559,255,2.0,845476518
559,364,4.0,845475917
559,374,1.0,845476444
559,485,3.0,845476159
559,500,3.0,845475935
559,587,3.0,845475935
559,588,4.0,845475828
560,1,3.0,1469653413
560,163,3.5,1469654276
560,367,4.0,1469648910
561,44,2.0,1491091620
561,592,4.5,1491091082
562,110,4.0,1368893870
562,527,4.5,1368892205
565,34,4.0,846533367
565,318,4.0,846533292
565,588,3.0,846533245
566,296,4.0,849005100
567,356,3.0,1525287534
568,356,5.0,1253767272
568,480,3.0,1253767289
569,185,4.0,849190739
570,34,3.5,1181477210
570,47,3.5,1181477162
570,110,3.5,1181476971
570,508,3.5,1181477862
573,47,5.0,1186589586
573,296,5.0,1186589250
574,47,5.0,834634527
574,150,4.0,834634383
577,380,4.0,945965845
579,597,5.0,958882246
580,231,2.5,1167673475
580,327,2.0,1167675000
581,527,5.0,1447007076
583,39,5.0,1481474136
583,593,2.5,1481474404
584,47,5.0,834987730
584,161,5.0,834987172
584,193,1.0,834988027
584,208,4.0,834987643
584,292,5.0,834987172
584,344,1.0,834987064
584,367,3.0,834987843
585,111,4.5,1307581719
586,161,4.5,1529901379
587,590,5.0,953141749
588,21,3.0,839316350
588,150,3.0,839316050
588,364,3.0,839316278
589,161,3.0,856045612
589,376,5.0,856038969
589,590,5.0,856043304
590,10,3.5,1258420600
590,163,3.0,1266472591
590,329,3.0,1258420604
591,223,4.0,970524802
592,158,4.0,837350308
592,204,3.0,837350260
592,533,4.0,837350770
592,553,5.0,837350197
592,587,4.0,837350221
593,150,3.0,1181008132
593,231,2.5,1181008058
594,317,4.0,1109037119
596,39,4.0,1535827547
597,104,5.0,941558713
597,125,4.0,940361937
597,145,2.0,941729576
597,292,4.0,941729576
597,349,3.0,941729483
597,377,4.0,941729132
597,485,1.0,941730541
597,589,5.0,940421094
599,1,3.0,1498524204
599,47,4.0,1498499364
599,111,3.5,1498500979
599,145,3.0,1498524108
599,231,3.5,1498501223
599,364,3.0,1498521329
599,376,2.5,1498518055
599,553,2.5,1519125493
599,562,2.0,1519178517
599,594,3.5,1498501494
599,610,3.5,1498797422
600,39,3.0,1237858693
600,296,4.5,1237712505
600,344,3.0,1237709122
600,377,2.0,1237714778
600,589,3.0,1237859381
601,527,5.0,1441639169
602,110,5.0,840875647
602,170,3.0,840876475
602,204,4.0,840875901
602,296,5.0,840875508
602,315,3.0,840875825
602,337,5.0,840875851
602,454,3.0,840875647
602,586,1.0,840875757
602,597,2.0,840875757
603,110,1.0,963177645
603,175,5.0,963180153
604,14,4.0,832081027
604,19,1.0,832080050
604,153,3.0,832079796
604,292,3.0,832079869
604,327,5.0,832080980
604,328,4.0,832080561
604,420,3.0,832080050
604,454,4.0,832081027
604,593,5.0,832080562
605,594,3.0,1277175753
606,19,2.0,1171814553
606,36,3.5,1171820699
